date,86.914,86.914_trend,86.914_0.5yr,86.914_1yr,86.914_12.87yr,86.914_jump,86.914_exp,86.914_model,86.914_noise,86.914_wtest,flagged
2018-11-16,-49.000000,-45.241046,-0.493209,1.620273,1.724514,0.778518,-5.542218,-47.153167,-1.846833,-0.923416,False
2018-12-07,-48.000000,-45.319618,0.362883,1.596937,1.752002,0.778518,-5.542296,-46.371573,-1.628427,-0.814213,False
2019-01-09,-46.000000,-45.442022,1.201948,1.153621,1.792396,0.778518,-5.542402,-46.057940,0.057940,0.028970,False
2019-02-11,-50.000000,-45.563122,0.649399,0.347933,1.829299,0.778518,-5.542490,-47.500463,-2.499537,-1.249769,False
2019-03-05,-50.000000,-45.643131,-0.231459,-0.267955,1.851926,0.778518,-5.542541,-49.054642,-0.945358,-0.472679,False
2019-04-10,-49.000000,-45.772806,-1.200544,-1.155799,1.885484,0.778518,-5.542611,-51.007757,2.007757,1.003879,False
2019-05-06,-48.000000,-45.865494,-0.882144,-1.543371,1.907006,0.778518,-5.542654,-51.148139,3.148139,1.574069,False
2019-06-11,-48.000000,-45.992497,0.499296,-1.572495,1.932994,0.778518,-5.542703,-49.896887,1.896887,0.948443,False
2019-07-03,-49.000000,-46.069345,1.121769,-1.293467,1.946673,0.778518,-5.542729,-49.058581,0.058581,0.029291,False
2019-08-06,-49.000000,-46.186972,0.860381,-0.524313,1.964495,0.778518,-5.542764,-48.650654,-0.349346,-0.174673,False
2019-09-03,-48.000000,-46.282802,-0.210941,0.254049,1.976123,0.778518,-5.542787,-49.027840,1.027840,0.513920,False
2019-10-07,-49.000000,-46.397905,-1.181634,1.104883,1.986515,0.778518,-5.542812,-49.252434,0.252434,0.126217,False
2019-11-06,-50.000000,-46.498317,-0.838045,1.556909,1.992274,0.778518,-5.542830,-48.551491,-1.448509,-0.724255,False
2019-12-11,-48.000000,-46.614102,0.518237,1.568535,1.994938,0.778518,-5.542847,-47.296721,-0.703279,-0.351640,False
2020-01-14,-47.000000,-46.725060,1.211299,1.050332,1.993345,0.778518,-5.542861,-47.234427,0.234427,0.117213,False
2020-02-06,-48.000000,-46.799212,0.818183,0.486759,1.989942,0.778518,-5.542869,-48.268679,0.268679,0.134340,False
